shipment_id,order_id,shipment_status,shipment_date
27412,27412,Delivered,2025-03-26
27413,27413,Delivered,2025-03-02
27414,27414,Delivered,2025-11-29
27415,27415,Delivered,2025-01-07
27416,27416,Delivered,2025-10-02
27417,27417,Delivered,2025-07-08
27418,27418,Delivered,2026-06-11
27419,27419,Processing,2026-04-04
27420,27420,Delivered,2025-06-14
27421,27421,Delivered,2025-03-17
27422,27422,Delivered,2025-04-10
27423,27423,Delivered,2025-07-06
27424,27424,Delivered,2025-12-27
27425,27425,Delivered,2025-01-30
27426,27426,Delivered,2026-04-04
27427,27427,Delivered,2024-09-20
27428,27428,Delivered,2026-04-08
27429,27429,Delivered,2025-11-24
27430,27430,Delivered,2025-05-24
27431,27431,Delivered,2026-06-14
27432,27432,Delivered,2024-09-20
27433,27433,In Transit,2025-04-29
27434,27434,Delivered,2025-11-14
27435,27435,Delivered,2025-06-16
27436,27436,In Transit,2025-12-15
27437,27437,Delivered,2025-02-15
27438,27438,Delivered,2025-12-04
27439,27439,Delivered,2025-08-27
27440,27440,Delivered,2026-01-30
27441,27441,Delivered,2024-12-29
27442,27442,Delivered,2025-02-13
27443,27443,In Transit,2025-12-12
27444,27444,In Transit,2024-09-22
27445,27445,Delivered,2026-02-10
27446,27446,Delivered,2026-05-13
27447,27447,Delivered,2025-07-14
27448,27448,Delivered,2025-08-24
27449,27449,Delivered,2025-06-13
27450,27450,Delivered,2025-12-22
27451,27451,Delivered,2025-05-03
27452,27452,Delivered,2026-04-13
27453,27453,Delivered,2026-01-21
27454,27454,Processing,2025-06-01
27455,27455,Delivered,2025-03-03
27456,27456,Delivered,2025-06-10
27457,27457,Delivered,2024-10-27
27458,27458,Delivered,2025-03-15
27459,27459,Delivered,2024-12-18
27460,27460,Delivered,2025-12-09
27461,27461,Delivered,2024-08-13
27462,27462,Delivered,2025-02-15
27463,27463,Delivered,2025-01-26
27464,27464,Delivered,2025-10-30
27465,27465,Delivered,2026-06-17
27466,27466,In Transit,2024-10-19
27467,27467,Delivered,2024-06-30
27468,27468,In Transit,2025-07-13
27469,27469,In Transit,2025-02-21
27470,27470,Delivered,2025-06-11
27471,27471,Delivered,2026-01-15
27472,27472,Delivered,2025-10-29
27473,27473,Delivered,2025-12-02
27474,27474,Delivered,2025-05-25
27475,27475,Delivered,2024-12-18
27476,27476,Delivered,2025-10-11
27477,27477,Delivered,2026-01-25
27478,27478,Delivered,2026-06-01
27479,27479,Delivered,2026-06-21
27480,27480,Delivered,2024-09-04
27481,27481,Cancelled,2025-01-31
27482,27482,Delivered,2024-11-24
27483,27483,Delivered,2026-04-20
27484,27484,In Transit,2025-10-14
27485,27485,Delivered,2026-01-18
27486,27486,Processing,2025-03-26
27487,27487,Processing,2025-07-16
27488,27488,Delivered,2024-12-01
27489,27489,Delivered,2025-03-26
27490,27490,Delivered,2025-06-14
27491,27491,Delivered,2026-03-31
27492,27492,In Transit,2025-01-21
27493,27493,Processing,2025-11-16
27494,27494,Processing,2025-01-22
27495,27495,Delivered,2024-09-01
27496,27496,Delivered,2025-10-30
27497,27497,Delivered,2024-12-21
27498,27498,Delivered,2026-03-26
27499,27499,Delivered,2025-12-23
27500,27500,Delivered,2025-08-04
27501,27501,Delivered,2024-11-09
27502,27502,Processing,2025-07-04
27503,27503,Delivered,2026-01-01
27504,27504,Delivered,2025-05-12
27505,27505,Delivered,2025-07-19
27506,27506,Delivered,2026-06-26
27507,27507,In Transit,2024-10-24
27508,27508,In Transit,2025-11-16
27509,27509,Delivered,2026-04-13
27510,27510,Delivered,2025-12-15
27511,27511,Delivered,2024-10-21
27512,27512,Delivered,2024-09-14
27513,27513,Delivered,2026-03-16
27514,27514,Delivered,2024-12-20
27515,27515,In Transit,2024-10-18
27516,27516,Delivered,2025-06-03
27517,27517,Delivered,2025-08-10
27518,27518,Delivered,2025-03-14
27519,27519,Delivered,2026-02-02
27520,27520,Delivered,2025-01-27
27521,27521,Delivered,2026-02-10
27522,27522,Delivered,2025-06-23
27523,27523,Delivered,2025-08-05
27524,27524,In Transit,2025-09-26
27525,27525,Delivered,2026-01-16
27526,27526,Delivered,2025-03-29
27527,27527,In Transit,2025-05-29
27528,27528,Delivered,2025-06-30
27529,27529,Delivered,2025-10-26
27530,27530,Delivered,2025-06-16
27531,27531,Delivered,2024-11-15
27532,27532,Delivered,2024-12-16
27533,27533,Delivered,2026-01-06
27534,27534,Delivered,2026-05-05
27535,27535,Cancelled,2025-09-23
27536,27536,Delivered,2025-07-19
27537,27537,Delivered,2025-10-22
27538,27538,Delivered,2025-05-14
27539,27539,Delivered,2025-03-13
27540,27540,Delivered,2024-08-15
27541,27541,Delivered,2025-01-05
27542,27542,Delivered,2025-12-22
27543,27543,Delivered,2026-06-12
27544,27544,Delivered,2025-11-28
27545,27545,Delivered,2025-04-07
27546,27546,Delivered,2025-03-23
27547,27547,In Transit,2024-09-19
27548,27548,Delivered,2025-08-05
27549,27549,Delivered,2025-11-29
27550,27550,Delivered,2025-08-14
27551,27551,Delivered,2025-05-08
27552,27552,In Transit,2026-04-22
27553,27553,Delivered,2024-11-30
27554,27554,Delivered,2025-05-24
27555,27555,Delivered,2024-08-17
27556,27556,Delivered,2025-02-14
27557,27557,Processing,2024-10-18
27558,27558,Delivered,2024-06-29
27559,27559,In Transit,2024-07-08
27560,27560,Delivered,2026-06-24
27561,27561,Delivered,2026-01-17
27562,27562,Delivered,2024-10-21
27563,27563,Delivered,2026-04-18
27564,27564,Delivered,2026-02-27
27565,27565,Delivered,2025-11-03
27566,27566,Delivered,2026-03-04
27567,27567,In Transit,2026-01-10
27568,27568,Delivered,2025-04-14
27569,27569,Delivered,2025-06-07
27570,27570,Delivered,2025-11-10
27571,27571,Delivered,2024-09-01
27572,27572,Delivered,2026-02-07
27573,27573,Delivered,2026-06-29
27574,27574,Delivered,2025-03-21
27575,27575,In Transit,2024-09-11
27576,27576,Delivered,2026-01-06
27577,27577,Delivered,2025-10-10
27578,27578,Delivered,2024-12-23
27579,27579,Delivered,2025-02-20
27580,27580,Delivered,2024-09-18
27581,27581,Processing,2024-12-01
27582,27582,Delivered,2025-07-13
27583,27583,Delivered,2025-12-05
27584,27584,Delivered,2024-09-14
27585,27585,Processing,2026-06-15
27586,27586,Delivered,2025-11-15
27587,27587,Delivered,2025-12-31
27588,27588,Delivered,2024-10-30
27589,27589,Delivered,2025-11-27
27590,27590,Delivered,2026-03-09
27591,27591,Delivered,2026-04-26
27592,27592,Delivered,2024-09-27
27593,27593,Delivered,2026-02-17
27594,27594,Delivered,2025-07-24
27595,27595,Delivered,2024-08-19
27596,27596,Delivered,2025-04-29
27597,27597,Cancelled,2026-03-08
27598,27598,Processing,2025-05-06
27599,27599,Processing,2025-09-12
27600,27600,Delivered,2025-09-02
27601,27601,Delivered,2026-06-08
27602,27602,Delivered,2025-04-28
27603,27603,Delivered,2024-10-07
27604,27604,Delivered,2025-12-10
27605,27605,Processing,2024-12-10
27606,27606,Delivered,2025-12-05
27607,27607,Delivered,2025-06-18
27608,27608,Delivered,2026-01-20
27609,27609,Delivered,2025-05-02
27610,27610,Delivered,2025-03-18
27611,27611,Delivered,2024-09-01
27612,27612,Processing,2025-09-28
27613,27613,In Transit,2026-05-09
27614,27614,Delivered,2025-06-25
27615,27615,Delivered,2026-02-04
27616,27616,Delivered,2026-01-31
27617,27617,Processing,2025-07-24
27618,27618,Delivered,2025-11-18
27619,27619,Delivered,2025-04-30
27620,27620,Delivered,2025-09-21
27621,27621,Delivered,2025-08-02
27622,27622,Delivered,2026-05-01
27623,27623,Delivered,2024-11-22
27624,27624,Delivered,2025-12-20
27625,27625,Delivered,2025-03-25
27626,27626,Delivered,2026-03-04
27627,27627,Processing,2025-11-25
27628,27628,Delivered,2025-08-31
27629,27629,Delivered,2024-11-06
27630,27630,Delivered,2024-10-13
27631,27631,Delivered,2025-01-08
27632,27632,Delivered,2025-02-08
27633,27633,Delivered,2026-05-22
27634,27634,Delivered,2025-02-01
27635,27635,Delivered,2025-03-19
27636,27636,Delivered,2026-04-29
27637,27637,Processing,2025-05-05
27638,27638,Delivered,2026-06-06
27639,27639,Delivered,2025-04-30
27640,27640,Delivered,2026-06-24
27641,27641,Delivered,2024-07-06
27642,27642,Delivered,2025-11-19
27643,27643,Delivered,2025-11-27
27644,27644,Delivered,2026-04-25
27645,27645,Delivered,2025-06-16
27646,27646,Delivered,2026-06-12
27647,27647,Delivered,2024-07-13
27648,27648,Delivered,2026-05-31
27649,27649,Delivered,2025-02-14
27650,27650,In Transit,2026-02-04
27651,27651,Delivered,2026-04-17
27652,27652,Delivered,2024-11-13
27653,27653,In Transit,2026-01-30
27654,27654,Delivered,2025-10-10
27655,27655,Delivered,2026-04-22
27656,27656,Delivered,2026-06-07
27657,27657,Delivered,2024-08-18
27658,27658,Delivered,2024-08-17
27659,27659,Delivered,2025-07-02
27660,27660,Delivered,2026-03-18
27661,27661,Delivered,2025-03-24
27662,27662,Delivered,2025-04-16
27663,27663,Processing,2026-03-27
27664,27664,Delivered,2025-10-05
27665,27665,Delivered,2026-05-02
27666,27666,Delivered,2026-03-26
27667,27667,Delivered,2025-10-31
27668,27668,Delivered,2026-05-05
27669,27669,Delivered,2024-06-29
27670,27670,Delivered,2025-08-01
27671,27671,Delivered,2026-05-02
27672,27672,In Transit,2024-11-13
27673,27673,In Transit,2025-09-19
27674,27674,Delivered,2025-09-18
27675,27675,Delivered,2026-05-07
27676,27676,Delivered,2026-05-11
27677,27677,Delivered,2024-12-17
27678,27678,Delivered,2024-07-09
27679,27679,Delivered,2024-08-19
27680,27680,Processing,2025-07-26
27681,27681,Delivered,2024-12-04
27682,27682,In Transit,2025-07-30
27683,27683,Delivered,2025-11-10
27684,27684,Delivered,2024-11-20
27685,27685,In Transit,2026-01-01
27686,27686,Delivered,2024-08-24
27687,27687,Delivered,2025-12-22
27688,27688,In Transit,2024-11-28
27689,27689,Delivered,2025-12-05
27690,27690,In Transit,2025-05-29
27691,27691,Delivered,2025-11-12
27692,27692,Processing,2025-11-08
27693,27693,Delivered,2025-09-01
27694,27694,Delivered,2024-08-30
27695,27695,Delivered,2026-01-07
27696,27696,Delivered,2025-04-28
27697,27697,Delivered,2024-09-17
27698,27698,Delivered,2026-05-30
27699,27699,Delivered,2024-07-08
27700,27700,Delivered,2025-09-12
27701,27701,Delivered,2026-04-19
27702,27702,In Transit,2025-10-19
27703,27703,Delivered,2024-11-17
27704,27704,Delivered,2026-06-11
27705,27705,Delivered,2025-12-03
27706,27706,Processing,2024-07-28
27707,27707,Delivered,2025-02-06
27708,27708,Delivered,2025-04-10
27709,27709,Delivered,2026-01-29
27710,27710,Delivered,2025-02-25
27711,27711,Delivered,2025-11-15
27712,27712,Processing,2024-11-20
27713,27713,Delivered,2026-02-15
27714,27714,In Transit,2026-05-08
27715,27715,Delivered,2024-09-04
27716,27716,In Transit,2025-03-22
27717,27717,Delivered,2024-10-23
27718,27718,Delivered,2024-07-04
27719,27719,In Transit,2025-06-14
27720,27720,Delivered,2025-10-31
27721,27721,Delivered,2026-05-25
27722,27722,Delivered,2025-12-26
27723,27723,Processing,2026-05-21
27724,27724,Delivered,2025-12-21
27725,27725,Delivered,2025-03-12
27726,27726,Delivered,2025-01-28
27727,27727,Delivered,2025-09-29
27728,27728,Delivered,2026-01-30
27729,27729,Delivered,2025-10-05
27730,27730,Delivered,2025-02-02
27731,27731,Delivered,2025-06-06
27732,27732,Delivered,2025-02-01
27733,27733,Delivered,2026-05-23
27734,27734,Delivered,2025-04-05
27735,27735,Delivered,2024-10-07
27736,27736,Delivered,2026-05-18
27737,27737,Delivered,2025-04-13
27738,27738,Delivered,2026-02-25
27739,27739,Delivered,2024-08-05
27740,27740,Delivered,2025-10-16
27741,27741,Delivered,2025-06-02
27742,27742,In Transit,2026-02-13
27743,27743,Delivered,2026-03-15
27744,27744,Delivered,2025-12-01
27745,27745,In Transit,2026-02-21
27746,27746,In Transit,2026-03-28
27747,27747,Delivered,2025-03-26
27748,27748,Delivered,2026-04-02
27749,27749,In Transit,2026-03-13
27750,27750,Delivered,2026-06-12
27751,27751,Delivered,2025-08-01
27752,27752,Delivered,2024-08-19
27753,27753,Delivered,2026-06-29
27754,27754,Delivered,2025-04-17
27755,27755,Processing,2026-01-14
27756,27756,Delivered,2025-05-16
27757,27757,Processing,2026-04-19
27758,27758,Delivered,2025-03-02
27759,27759,Delivered,2026-05-04
27760,27760,Delivered,2025-11-21
27761,27761,In Transit,2025-02-13
27762,27762,Cancelled,2024-11-19
27763,27763,Delivered,2025-07-24
27764,27764,Delivered,2025-12-03
27765,27765,Delivered,2026-04-21
27766,27766,Delivered,2025-05-23
27767,27767,Delivered,2026-01-18
27768,27768,Delivered,2026-05-03
27769,27769,Delivered,2026-05-02
27770,27770,Delivered,2024-07-22
27771,27771,Delivered,2025-03-04
27772,27772,Processing,2026-04-18
27773,27773,Delivered,2025-05-08
27774,27774,Delivered,2025-03-24
27775,27775,Delivered,2026-03-14
27776,27776,Delivered,2025-12-18
27777,27777,Delivered,2024-07-24
27778,27778,Delivered,2024-07-05
27779,27779,Delivered,2025-06-22
27780,27780,Delivered,2025-09-26
27781,27781,In Transit,2026-01-22
27782,27782,Delivered,2025-01-22
27783,27783,In Transit,2025-01-14
27784,27784,Processing,2024-11-24
27785,27785,Delivered,2025-07-29
27786,27786,Delivered,2024-10-23
27787,27787,Delivered,2024-09-17
27788,27788,Delivered,2025-10-05
27789,27789,Processing,2026-03-30
27790,27790,In Transit,2025-07-18
27791,27791,Delivered,2024-12-21
27792,27792,Delivered,2025-04-17
27793,27793,Delivered,2025-04-26
27794,27794,Delivered,2024-10-17
27795,27795,Delivered,2025-06-26
27796,27796,Delivered,2025-05-09
27797,27797,Delivered,2026-01-20
27798,27798,Delivered,2025-01-29
27799,27799,Delivered,2025-06-27
27800,27800,Processing,2025-06-10
27801,27801,Delivered,2025-08-07
27802,27802,Delivered,2024-09-17
27803,27803,Delivered,2025-09-26
27804,27804,In Transit,2024-12-16
27805,27805,Delivered,2026-04-07
27806,27806,Delivered,2024-10-14
27807,27807,Delivered,2026-03-23
27808,27808,Delivered,2024-10-04
27809,27809,Delivered,2024-11-12
27810,27810,Delivered,2025-11-13
27811,27811,Delivered,2025-10-24
27812,27812,Delivered,2025-04-15
27813,27813,Delivered,2025-09-22
27814,27814,Delivered,2026-01-07
27815,27815,Delivered,2025-11-24
27816,27816,Delivered,2025-05-06
27817,27817,Delivered,2026-06-23
27818,27818,Delivered,2025-07-05
27819,27819,Delivered,2024-09-04
27820,27820,Delivered,2026-06-13
27821,27821,Delivered,2025-02-12
27822,27822,Processing,2025-10-17
27823,27823,Delivered,2025-12-07
27824,27824,Delivered,2025-07-07
27825,27825,Delivered,2025-08-13
27826,27826,In Transit,2025-05-06
27827,27827,Delivered,2026-04-25
27828,27828,Delivered,2024-09-25
27829,27829,Delivered,2025-09-21
27830,27830,Processing,2024-07-21
27831,27831,Delivered,2025-07-19
27832,27832,Delivered,2024-10-04
27833,27833,In Transit,2026-05-14
27834,27834,Delivered,2024-09-30
27835,27835,Delivered,2025-03-23
27836,27836,Processing,2026-02-19
27837,27837,In Transit,2025-12-09
27838,27838,In Transit,2025-03-23
27839,27839,Delivered,2024-08-13
27840,27840,Delivered,2026-01-31
27841,27841,Delivered,2024-11-02
27842,27842,Delivered,2025-01-04
27843,27843,Delivered,2024-07-19
27844,27844,Delivered,2024-07-25
27845,27845,Delivered,2025-02-18
27846,27846,Delivered,2026-05-29
27847,27847,Delivered,2025-06-23
27848,27848,Delivered,2025-03-15
27849,27849,Delivered,2025-04-20
27850,27850,Delivered,2026-03-20
27851,27851,Delivered,2025-12-27
27852,27852,Delivered,2026-06-02
27853,27853,In Transit,2024-09-07
27854,27854,Delivered,2026-03-28
27855,27855,Delivered,2025-06-17
27856,27856,Delivered,2025-04-29
27857,27857,Delivered,2026-05-06
27858,27858,In Transit,2025-01-26
27859,27859,Cancelled,2025-05-03
27860,27860,Cancelled,2025-10-26
27861,27861,Delivered,2024-11-03
27862,27862,Delivered,2024-07-27
27863,27863,In Transit,2025-08-06
27864,27864,Delivered,2025-09-26
27865,27865,Delivered,2025-09-07
27866,27866,Delivered,2025-06-11
27867,27867,Delivered,2025-12-26
27868,27868,Delivered,2024-09-11
27869,27869,Delivered,2025-03-24
27870,27870,Delivered,2026-02-26
27871,27871,Delivered,2025-05-23
27872,27872,In Transit,2024-09-05
27873,27873,Delivered,2025-11-23
27874,27874,Delivered,2026-06-05
27875,27875,Delivered,2025-01-05
27876,27876,Delivered,2026-02-18
27877,27877,Delivered,2025-06-21
27878,27878,Delivered,2024-10-07
27879,27879,Delivered,2025-12-16
27880,27880,Delivered,2024-08-19
27881,27881,Cancelled,2025-11-21
27882,27882,Delivered,2024-10-09
27883,27883,Delivered,2026-01-13
27884,27884,Delivered,2024-10-06
27885,27885,Delivered,2025-12-04
27886,27886,Delivered,2025-06-17
27887,27887,Delivered,2024-11-25
27888,27888,Processing,2025-08-19
27889,27889,Delivered,2025-12-15
27890,27890,Delivered,2025-06-09
27891,27891,Delivered,2024-10-06
27892,27892,In Transit,2026-06-20
27893,27893,Delivered,2025-11-10
27894,27894,Delivered,2024-08-19
27895,27895,Delivered,2025-03-30
27896,27896,Delivered,2025-03-20
27897,27897,Delivered,2025-06-01
27898,27898,Delivered,2025-03-26
27899,27899,Delivered,2025-10-02
27900,27900,Delivered,2026-01-14
27901,27901,Delivered,2024-10-26
27902,27902,Delivered,2025-11-11
27903,27903,Processing,2026-02-23
27904,27904,In Transit,2025-09-21
27905,27905,Delivered,2025-06-27
27906,27906,Delivered,2025-06-01
27907,27907,Delivered,2025-04-28
27908,27908,Delivered,2025-06-01
27909,27909,In Transit,2024-12-06
27910,27910,In Transit,2025-08-29
27911,27911,Delivered,2025-10-17
27912,27912,Delivered,2025-03-15
27913,27913,Delivered,2026-06-10
27914,27914,In Transit,2025-04-17
27915,27915,Delivered,2025-01-13
27916,27916,Delivered,2024-11-27
27917,27917,Delivered,2024-10-11
27918,27918,Delivered,2025-03-20
27919,27919,Delivered,2026-01-05
27920,27920,Delivered,2024-12-21
27921,27921,Processing,2025-10-31
27922,27922,Delivered,2025-07-08
27923,27923,Delivered,2025-11-26
27924,27924,Delivered,2026-03-06
27925,27925,Delivered,2024-08-19
27926,27926,Delivered,2024-10-25
27927,27927,Delivered,2025-11-13
27928,27928,Delivered,2024-12-07
27929,27929,Delivered,2026-05-13
27930,27930,Delivered,2026-03-30
27931,27931,Delivered,2025-07-06
27932,27932,Cancelled,2024-12-12
27933,27933,Delivered,2025-05-26
27934,27934,Delivered,2024-07-02
27935,27935,In Transit,2025-08-31
27936,27936,Delivered,2025-04-30
27937,27937,Delivered,2024-10-21
27938,27938,In Transit,2026-01-17
27939,27939,In Transit,2025-04-03
27940,27940,Delivered,2025-05-30
27941,27941,Delivered,2026-03-25
27942,27942,Delivered,2025-03-23
27943,27943,Delivered,2025-01-25
27944,27944,Delivered,2025-06-16
27945,27945,Delivered,2024-07-12
27946,27946,Delivered,2026-05-08
27947,27947,Delivered,2026-04-29
27948,27948,In Transit,2025-10-18
27949,27949,Delivered,2025-08-06
27950,27950,Delivered,2025-08-18
27951,27951,Delivered,2025-12-28
27952,27952,Delivered,2024-09-01
27953,27953,In Transit,2024-12-25
27954,27954,Delivered,2024-07-02
27955,27955,In Transit,2025-05-31
27956,27956,Delivered,2025-10-06
27957,27957,Delivered,2026-01-13
27958,27958,Delivered,2024-12-25
27959,27959,Processing,2024-12-06
27960,27960,Delivered,2025-10-15
27961,27961,Delivered,2025-11-17
27962,27962,Processing,2024-07-18
27963,27963,Delivered,2025-10-21
27964,27964,Delivered,2025-05-14
27965,27965,Delivered,2026-02-03
27966,27966,Delivered,2025-08-23
27967,27967,Delivered,2024-10-11
27968,27968,Delivered,2024-12-20
27969,27969,Delivered,2025-06-28
27970,27970,Delivered,2025-07-12
27971,27971,Processing,2024-10-04
27972,27972,Processing,2024-12-17
27973,27973,In Transit,2025-06-21
27974,27974,Delivered,2025-12-24
27975,27975,Processing,2026-06-13
27976,27976,Delivered,2024-08-03
27977,27977,Delivered,2026-02-03
27978,27978,Delivered,2025-02-17
27979,27979,In Transit,2025-04-25
27980,27980,Delivered,2024-11-18
27981,27981,In Transit,2025-10-13
27982,27982,In Transit,2026-04-20
27983,27983,Delivered,2026-06-08
27984,27984,Delivered,2025-11-27
27985,27985,Delivered,2024-07-29
27986,27986,Cancelled,2024-10-07
27987,27987,In Transit,2025-05-04
27988,27988,In Transit,2026-01-13
27989,27989,Delivered,2026-04-16
27990,27990,Delivered,2026-06-25
27991,27991,Delivered,2026-03-22
27992,27992,In Transit,2025-04-08
27993,27993,Delivered,2025-04-06
27994,27994,Delivered,2025-07-24
27995,27995,Delivered,2025-07-13
27996,27996,Delivered,2026-02-19
27997,27997,Delivered,2026-04-26
27998,27998,Delivered,2025-02-02
27999,27999,Delivered,2026-01-25
28000,28000,Delivered,2026-02-16
28001,28001,In Transit,2024-09-16
28002,28002,Delivered,2025-01-08
28003,28003,Delivered,2025-08-13
28004,28004,Cancelled,2025-05-21
28005,28005,In Transit,2024-07-07
28006,28006,Delivered,2026-01-24
28007,28007,Delivered,2025-01-30
28008,28008,Delivered,2026-05-09
28009,28009,Delivered,2025-07-14
28010,28010,In Transit,2025-06-09
28011,28011,Delivered,2025-01-21
28012,28012,Delivered,2026-02-22
28013,28013,Delivered,2026-06-03
28014,28014,Processing,2024-07-07
28015,28015,Delivered,2025-04-17
28016,28016,Delivered,2025-06-03
28017,28017,Delivered,2024-07-26
28018,28018,Delivered,2025-06-11
28019,28019,Delivered,2025-05-08
28020,28020,Processing,2025-08-05
28021,28021,Delivered,2025-07-18
28022,28022,Delivered,2026-03-15
28023,28023,Delivered,2025-05-03
28024,28024,Delivered,2025-09-20
28025,28025,Delivered,2025-01-07
28026,28026,Delivered,2026-05-05
28027,28027,Delivered,2025-05-13
28028,28028,Delivered,2024-07-27
28029,28029,Delivered,2025-05-12
28030,28030,Delivered,2025-10-25
28031,28031,In Transit,2025-12-25
28032,28032,Delivered,2025-05-22
28033,28033,Delivered,2025-01-12
28034,28034,Delivered,2026-01-28
28035,28035,Delivered,2025-02-11
28036,28036,Processing,2025-01-31
28037,28037,Delivered,2025-01-20
28038,28038,Cancelled,2024-07-07
28039,28039,Delivered,2026-05-04
28040,28040,Processing,2024-10-15
28041,28041,Delivered,2024-09-11
28042,28042,Delivered,2024-10-26
28043,28043,Delivered,2025-03-20
28044,28044,Cancelled,2025-12-10
28045,28045,Delivered,2024-07-05
28046,28046,Delivered,2026-06-22
28047,28047,In Transit,2025-07-28
28048,28048,Delivered,2024-08-02
28049,28049,Delivered,2025-12-13
28050,28050,Delivered,2025-02-07
28051,28051,In Transit,2026-05-03
28052,28052,Processing,2025-07-03
28053,28053,Delivered,2025-11-03
28054,28054,Delivered,2024-10-05
28055,28055,In Transit,2025-12-08
28056,28056,Delivered,2025-11-18
28057,28057,Delivered,2024-11-05
28058,28058,Processing,2025-05-22
28059,28059,Processing,2024-08-19
28060,28060,Delivered,2024-12-06
28061,28061,Delivered,2025-02-27
28062,28062,Delivered,2025-03-29
28063,28063,Delivered,2025-09-07
28064,28064,Processing,2026-02-24
28065,28065,Delivered,2026-04-28
28066,28066,Delivered,2025-04-22
28067,28067,Delivered,2026-05-03
28068,28068,Delivered,2024-09-20
28069,28069,Delivered,2025-05-16
28070,28070,Delivered,2025-07-30
28071,28071,Delivered,2025-06-06
28072,28072,Processing,2025-11-19
28073,28073,In Transit,2026-03-29
28074,28074,Delivered,2025-05-03
28075,28075,Delivered,2025-09-11
28076,28076,Delivered,2024-09-23
28077,28077,In Transit,2025-12-01
28078,28078,Delivered,2026-01-10
28079,28079,Processing,2024-10-14
28080,28080,In Transit,2024-11-23
28081,28081,Delivered,2024-11-29
28082,28082,In Transit,2025-01-31
28083,28083,Delivered,2024-11-15
28084,28084,Delivered,2025-09-25
28085,28085,In Transit,2025-02-09
28086,28086,Delivered,2025-05-01
28087,28087,In Transit,2024-07-16
28088,28088,Delivered,2025-03-28
28089,28089,In Transit,2024-09-18
28090,28090,Delivered,2024-09-14
28091,28091,Delivered,2026-03-21
28092,28092,Delivered,2026-03-09
28093,28093,Delivered,2024-08-16
28094,28094,Delivered,2025-09-21
28095,28095,Delivered,2025-03-15
28096,28096,Delivered,2025-04-07
28097,28097,Delivered,2025-05-13
28098,28098,Delivered,2026-06-03
28099,28099,Delivered,2024-07-24
28100,28100,Delivered,2026-01-11
28101,28101,Delivered,2025-08-25
28102,28102,Delivered,2024-12-02
28103,28103,Delivered,2026-05-18
28104,28104,Delivered,2026-01-19
28105,28105,Delivered,2025-07-06
28106,28106,Delivered,2024-12-11
28107,28107,Delivered,2025-02-20
28108,28108,Delivered,2025-12-13
28109,28109,Delivered,2024-12-02
28110,28110,Delivered,2026-05-18
28111,28111,Delivered,2025-01-31
28112,28112,Delivered,2024-11-12
28113,28113,In Transit,2024-12-04
28114,28114,Delivered,2026-04-12
28115,28115,Delivered,2025-04-04
28116,28116,In Transit,2024-09-28
28117,28117,Delivered,2026-05-18
28118,28118,Delivered,2025-04-07
28119,28119,Delivered,2025-09-26
28120,28120,Delivered,2025-11-08
28121,28121,Delivered,2025-02-24
28122,28122,Delivered,2025-11-28
28123,28123,Delivered,2024-12-02
28124,28124,Delivered,2024-08-02
28125,28125,Delivered,2025-12-07
28126,28126,Delivered,2026-06-15
28127,28127,Delivered,2025-04-01
28128,28128,Delivered,2026-06-13
28129,28129,In Transit,2026-01-28
28130,28130,Delivered,2025-06-13
28131,28131,Delivered,2025-08-25
28132,28132,Delivered,2024-12-24
28133,28133,Delivered,2025-10-17
28134,28134,Processing,2025-10-14
28135,28135,Delivered,2025-03-04
28136,28136,In Transit,2026-04-13
28137,28137,Delivered,2025-03-29
28138,28138,Processing,2024-08-24
28139,28139,Delivered,2025-12-24
28140,28140,Delivered,2026-03-06
28141,28141,Processing,2026-04-11
28142,28142,Delivered,2025-12-18
28143,28143,Delivered,2025-09-07
28144,28144,In Transit,2026-02-22
28145,28145,Processing,2025-01-16
28146,28146,Delivered,2024-07-25
28147,28147,Delivered,2024-08-30
28148,28148,In Transit,2025-06-12
28149,28149,Delivered,2024-07-29
28150,28150,Delivered,2025-07-09
28151,28151,Delivered,2024-08-17
28152,28152,Delivered,2026-01-26
28153,28153,Delivered,2025-01-30
28154,28154,Delivered,2026-04-27
28155,28155,Delivered,2026-05-11
28156,28156,In Transit,2024-10-09
28157,28157,In Transit,2026-01-16
28158,28158,Delivered,2026-03-10
28159,28159,Delivered,2026-01-19
28160,28160,Delivered,2024-08-31
28161,28161,In Transit,2024-08-27
28162,28162,In Transit,2025-02-05
28163,28163,Delivered,2025-03-07
28164,28164,Delivered,2025-11-03
28165,28165,Delivered,2026-04-05
28166,28166,In Transit,2026-05-07
28167,28167,Delivered,2024-11-03
28168,28168,Delivered,2026-03-19
28169,28169,Delivered,2025-12-27
28170,28170,Delivered,2025-03-14
28171,28171,Delivered,2024-07-25
28172,28172,Delivered,2026-05-21
28173,28173,Delivered,2025-03-29
28174,28174,Delivered,2025-11-22
28175,28175,Delivered,2025-05-15
28176,28176,In Transit,2026-02-23
28177,28177,Delivered,2024-09-21
28178,28178,Delivered,2026-01-07
28179,28179,Processing,2025-05-29
28180,28180,In Transit,2025-02-25
28181,28181,Processing,2024-08-05
28182,28182,Delivered,2025-01-01
28183,28183,Delivered,2025-02-14
28184,28184,Delivered,2024-12-16
28185,28185,Delivered,2024-08-03
28186,28186,Delivered,2026-03-21
28187,28187,Delivered,2025-10-15
28188,28188,Delivered,2024-10-02
28189,28189,Delivered,2026-03-01
28190,28190,Delivered,2025-05-19
