payment_id,order_id,payment_method,payment_status,payment_date
32720,32720,Net Banking,Failed,2026-01-07
32721,32721,Net Banking,Completed,2025-02-15
32722,32722,Credit Card,Completed,2025-06-29
32723,32723,UPI,Completed,2025-01-05
32724,32724,Credit Card,Completed,2024-09-28
32725,32725,Net Banking,Completed,2025-06-27
32726,32726,UPI,Completed,2024-12-02
32727,32727,Debit Card,Completed,2025-05-18
32728,32728,Debit Card,Completed,2024-08-15
32729,32729,Net Banking,Completed,2025-01-28
32730,32730,Debit Card,Completed,2025-09-14
32731,32731,Credit Card,Completed,2026-03-10
32732,32732,Credit Card,Completed,2026-02-04
32733,32733,Debit Card,Completed,2024-08-31
32734,32734,Wallet,Completed,2026-01-25
32735,32735,Wallet,Completed,2024-07-11
32736,32736,Debit Card,Completed,2024-11-05
32737,32737,Net Banking,Completed,2024-08-06
32738,32738,UPI,Completed,2025-02-09
32739,32739,UPI,Completed,2025-04-21
32740,32740,Net Banking,Pending,2024-07-04
32741,32741,Net Banking,Completed,2025-08-24
32742,32742,Debit Card,Completed,2024-10-07
32743,32743,Net Banking,Completed,2025-08-13
32744,32744,Wallet,Completed,2025-02-05
32745,32745,Debit Card,Completed,2025-03-22
32746,32746,Credit Card,Completed,2025-07-27
32747,32747,Credit Card,Completed,2026-02-01
32748,32748,Net Banking,Completed,2024-11-03
32749,32749,Net Banking,Completed,2025-02-19
32750,32750,Debit Card,Completed,2025-05-03
32751,32751,Net Banking,Completed,2026-01-30
32752,32752,Net Banking,Completed,2025-12-29
32753,32753,Debit Card,Completed,2025-01-21
32754,32754,Debit Card,Completed,2025-09-04
32755,32755,Credit Card,Completed,2025-08-02
32756,32756,Debit Card,Completed,2024-11-05
32757,32757,Net Banking,Completed,2025-12-16
32758,32758,Net Banking,Completed,2025-12-30
32759,32759,Debit Card,Completed,2026-02-25
32760,32760,Credit Card,Completed,2025-05-12
32761,32761,UPI,Completed,2025-08-02
32762,32762,Net Banking,Completed,2026-05-16
32763,32763,UPI,Completed,2026-05-29
32764,32764,Net Banking,Completed,2025-09-07
32765,32765,Credit Card,Completed,2026-05-03
32766,32766,Debit Card,Completed,2024-07-12
32767,32767,Wallet,Completed,2025-12-16
32768,32768,Credit Card,Completed,2025-10-22
32769,32769,UPI,Completed,2024-09-21
32770,32770,Wallet,Completed,2025-06-23
32771,32771,UPI,Completed,2026-02-23
32772,32772,Debit Card,Completed,2025-02-17
32773,32773,Debit Card,Completed,2026-01-10
32774,32774,Credit Card,Completed,2026-02-07
32775,32775,Net Banking,Completed,2025-10-25
32776,32776,Credit Card,Pending,2025-11-05
32777,32777,UPI,Completed,2024-11-28
32778,32778,UPI,Completed,2024-12-13
32779,32779,Credit Card,Completed,2024-07-09
32780,32780,Debit Card,Completed,2026-04-28
32781,32781,Debit Card,Completed,2024-10-28
32782,32782,Wallet,Completed,2025-12-30
32783,32783,Debit Card,Completed,2026-06-05
32784,32784,Wallet,Completed,2025-07-13
32785,32785,Credit Card,Completed,2025-05-07
32786,32786,Credit Card,Completed,2025-01-17
32787,32787,Credit Card,Completed,2025-10-15
32788,32788,Wallet,Completed,2026-01-25
32789,32789,Credit Card,Completed,2026-03-11
32790,32790,Credit Card,Completed,2024-10-21
32791,32791,Wallet,Pending,2024-09-15
32792,32792,Debit Card,Completed,2025-03-04
32793,32793,Wallet,Completed,2026-01-17
32794,32794,Net Banking,Completed,2025-10-22
32795,32795,Credit Card,Completed,2026-02-02
32796,32796,Credit Card,Completed,2025-03-13
32797,32797,Net Banking,Completed,2025-03-14
32798,32798,Net Banking,Completed,2025-02-15
32799,32799,Net Banking,Completed,2025-12-14
32800,32800,Debit Card,Completed,2025-09-10
32801,32801,Credit Card,Pending,2025-02-04
32802,32802,UPI,Completed,2024-11-13
32803,32803,Debit Card,Completed,2025-03-15
32804,32804,Credit Card,Completed,2025-10-06
32805,32805,UPI,Completed,2025-03-26
32806,32806,Net Banking,Completed,2025-10-27
32807,32807,Net Banking,Completed,2025-07-08
32808,32808,Wallet,Completed,2026-04-18
32809,32809,Net Banking,Completed,2026-05-05
32810,32810,Wallet,Completed,2025-06-17
32811,32811,Wallet,Completed,2024-10-15
32812,32812,Debit Card,Completed,2024-07-25
32813,32813,Wallet,Completed,2024-12-27
32814,32814,Wallet,Pending,2024-12-05
32815,32815,Net Banking,Completed,2024-11-15
32816,32816,Debit Card,Completed,2026-06-19
32817,32817,Net Banking,Completed,2025-06-29
32818,32818,Net Banking,Completed,2024-11-15
32819,32819,Wallet,Completed,2025-04-27
32820,32820,UPI,Completed,2024-11-09
32821,32821,Debit Card,Completed,2026-01-30
32822,32822,Wallet,Completed,2024-06-29
32823,32823,UPI,Completed,2026-05-18
32824,32824,UPI,Completed,2025-10-06
32825,32825,Debit Card,Failed,2025-12-30
32826,32826,Debit Card,Completed,2024-09-06
32827,32827,Wallet,Completed,2025-10-29
32828,32828,UPI,Completed,2025-10-05
32829,32829,Credit Card,Completed,2025-08-30
32830,32830,UPI,Completed,2026-03-23
32831,32831,Wallet,Completed,2025-07-11
32832,32832,Debit Card,Completed,2025-11-28
32833,32833,Credit Card,Completed,2025-12-07
32834,32834,Net Banking,Completed,2025-07-23
32835,32835,Debit Card,Pending,2026-02-05
32836,32836,Net Banking,Completed,2024-07-01
32837,32837,Wallet,Completed,2026-06-28
32838,32838,Wallet,Completed,2026-06-24
32839,32839,Debit Card,Completed,2026-01-07
32840,32840,Debit Card,Completed,2025-06-25
32841,32841,UPI,Completed,2026-01-31
32842,32842,Net Banking,Completed,2025-01-19
32843,32843,UPI,Pending,2026-01-13
32844,32844,Wallet,Completed,2025-01-05
32845,32845,Wallet,Completed,2025-09-23
32846,32846,Wallet,Completed,2025-08-25
32847,32847,UPI,Completed,2025-03-08
32848,32848,Net Banking,Completed,2025-07-18
32849,32849,Debit Card,Completed,2024-08-10
32850,32850,UPI,Completed,2025-04-24
32851,32851,Wallet,Completed,2025-04-13
32852,32852,Debit Card,Completed,2024-11-19
32853,32853,Net Banking,Completed,2025-10-26
32854,32854,Wallet,Completed,2024-08-26
32855,32855,Debit Card,Completed,2026-05-15
32856,32856,Wallet,Completed,2025-10-15
32857,32857,UPI,Completed,2025-03-31
32858,32858,Wallet,Completed,2026-03-07
32859,32859,Debit Card,Completed,2026-04-13
32860,32860,Credit Card,Completed,2024-09-29
32861,32861,UPI,Completed,2026-05-25
32862,32862,Wallet,Completed,2024-11-03
32863,32863,Wallet,Completed,2025-09-11
32864,32864,Net Banking,Completed,2025-10-24
32865,32865,Credit Card,Completed,2024-07-22
32866,32866,Net Banking,Completed,2025-05-28
32867,32867,Net Banking,Completed,2026-02-27
32868,32868,UPI,Completed,2024-08-10
32869,32869,Credit Card,Completed,2025-02-25
32870,32870,Debit Card,Completed,2025-04-22
32871,32871,Wallet,Completed,2026-03-31
32872,32872,Debit Card,Completed,2025-06-21
32873,32873,Debit Card,Completed,2025-06-06
32874,32874,Credit Card,Completed,2024-09-23
32875,32875,Credit Card,Pending,2024-08-28
32876,32876,Debit Card,Completed,2025-10-27
32877,32877,Wallet,Completed,2025-04-03
32878,32878,UPI,Completed,2024-10-29
32879,32879,Wallet,Completed,2025-01-08
32880,32880,UPI,Completed,2026-01-28
32881,32881,UPI,Completed,2025-11-01
32882,32882,UPI,Completed,2025-08-02
32883,32883,Net Banking,Completed,2025-01-05
32884,32884,Net Banking,Completed,2025-08-03
32885,32885,UPI,Completed,2024-10-06
32886,32886,UPI,Completed,2025-02-17
32887,32887,Wallet,Completed,2026-05-11
32888,32888,UPI,Completed,2025-06-16
32889,32889,Wallet,Completed,2026-02-14
32890,32890,Debit Card,Completed,2025-03-27
32891,32891,Wallet,Completed,2026-06-04
32892,32892,Wallet,Failed,2025-12-11
32893,32893,Credit Card,Completed,2026-01-17
32894,32894,UPI,Completed,2024-12-26
32895,32895,Debit Card,Completed,2024-09-29
32896,32896,Wallet,Pending,2026-04-03
32897,32897,Credit Card,Completed,2026-02-10
32898,32898,Net Banking,Completed,2024-09-21
32899,32899,Debit Card,Completed,2026-04-29
32900,32900,Debit Card,Completed,2025-03-13
32901,32901,Net Banking,Completed,2025-02-09
32902,32902,Debit Card,Completed,2025-06-03
32903,32903,UPI,Completed,2024-08-22
32904,32904,Wallet,Completed,2025-03-13
32905,32905,Net Banking,Completed,2024-11-30
32906,32906,Debit Card,Completed,2025-06-28
32907,32907,Net Banking,Completed,2025-08-07
32908,32908,Credit Card,Pending,2026-01-15
32909,32909,Credit Card,Completed,2025-09-16
32910,32910,Credit Card,Completed,2025-09-28
32911,32911,Debit Card,Completed,2025-03-12
32912,32912,UPI,Completed,2025-03-20
32913,32913,Credit Card,Completed,2024-07-11
32914,32914,Credit Card,Completed,2025-12-30
32915,32915,Credit Card,Completed,2024-07-20
32916,32916,Net Banking,Completed,2025-05-31
32917,32917,Credit Card,Completed,2024-10-17
32918,32918,Debit Card,Pending,2026-04-09
32919,32919,Credit Card,Completed,2025-12-01
32920,32920,Net Banking,Completed,2025-07-27
32921,32921,Net Banking,Completed,2026-04-14
32922,32922,Debit Card,Completed,2026-06-07
32923,32923,UPI,Completed,2025-06-28
32924,32924,Wallet,Completed,2026-03-25
32925,32925,Wallet,Completed,2024-11-28
32926,32926,UPI,Completed,2024-08-28
32927,32927,UPI,Completed,2025-11-26
32928,32928,Debit Card,Completed,2024-11-30
32929,32929,Credit Card,Completed,2024-09-16
32930,32930,Net Banking,Completed,2026-03-20
32931,32931,Debit Card,Completed,2025-02-10
32932,32932,UPI,Completed,2025-12-27
32933,32933,Wallet,Completed,2025-01-01
32934,32934,Debit Card,Completed,2024-07-28
32935,32935,Net Banking,Completed,2026-04-09
32936,32936,Net Banking,Completed,2025-06-26
32937,32937,Net Banking,Completed,2025-09-21
32938,32938,Debit Card,Completed,2025-09-02
32939,32939,Net Banking,Completed,2025-05-16
32940,32940,Net Banking,Completed,2025-01-22
32941,32941,Credit Card,Failed,2025-08-25
32942,32942,Net Banking,Completed,2024-11-16
32943,32943,Debit Card,Completed,2024-08-17
32944,32944,Wallet,Completed,2026-04-23
32945,32945,Net Banking,Completed,2024-11-13
32946,32946,Debit Card,Pending,2025-05-15
32947,32947,Net Banking,Completed,2025-07-30
32948,32948,Wallet,Completed,2026-05-06
32949,32949,Credit Card,Failed,2025-06-24
32950,32950,Credit Card,Completed,2024-07-23
32951,32951,UPI,Pending,2024-07-16
32952,32952,Debit Card,Completed,2026-01-07
32953,32953,Wallet,Completed,2025-03-28
32954,32954,Credit Card,Completed,2026-02-05
32955,32955,Credit Card,Completed,2026-02-13
32956,32956,Net Banking,Completed,2025-09-24
32957,32957,UPI,Completed,2026-04-08
32958,32958,Credit Card,Completed,2025-01-04
32959,32959,UPI,Completed,2025-06-26
32960,32960,Debit Card,Completed,2024-07-30
32961,32961,Net Banking,Completed,2025-08-15
32962,32962,Credit Card,Completed,2025-07-30
32963,32963,UPI,Completed,2026-04-11
32964,32964,UPI,Pending,2024-09-20
32965,32965,UPI,Completed,2024-10-08
32966,32966,Net Banking,Completed,2025-07-17
32967,32967,UPI,Completed,2025-10-19
32968,32968,Debit Card,Completed,2025-12-15
32969,32969,Debit Card,Completed,2025-07-11
32970,32970,Credit Card,Completed,2024-12-15
32971,32971,Wallet,Completed,2024-11-09
32972,32972,Debit Card,Completed,2025-04-13
32973,32973,Net Banking,Completed,2024-08-29
32974,32974,UPI,Completed,2026-03-20
32975,32975,Debit Card,Completed,2024-08-31
32976,32976,Wallet,Completed,2025-09-20
32977,32977,Net Banking,Completed,2026-06-17
32978,32978,Net Banking,Completed,2025-05-19
32979,32979,Debit Card,Completed,2025-03-20
32980,32980,Credit Card,Completed,2026-05-17
32981,32981,Net Banking,Completed,2024-11-30
32982,32982,Debit Card,Completed,2026-03-16
32983,32983,Debit Card,Completed,2024-12-11
32984,32984,Debit Card,Completed,2024-12-02
32985,32985,Net Banking,Completed,2025-11-28
32986,32986,UPI,Completed,2024-11-13
32987,32987,Wallet,Completed,2025-12-21
32988,32988,Wallet,Completed,2025-01-19
32989,32989,UPI,Completed,2025-12-01
32990,32990,Wallet,Completed,2024-11-29
32991,32991,Net Banking,Completed,2026-06-28
32992,32992,Credit Card,Completed,2026-05-16
32993,32993,Net Banking,Pending,2024-09-09
32994,32994,Wallet,Completed,2025-10-04
32995,32995,UPI,Completed,2025-07-01
32996,32996,Credit Card,Completed,2024-12-08
32997,32997,Net Banking,Completed,2025-11-12
32998,32998,Credit Card,Completed,2025-08-28
32999,32999,Debit Card,Completed,2025-12-02
33000,33000,Wallet,Completed,2025-05-25
33001,33001,Credit Card,Completed,2024-10-29
33002,33002,Debit Card,Completed,2024-09-24
33003,33003,Debit Card,Completed,2026-01-19
33004,33004,Wallet,Completed,2025-01-28
33005,33005,Debit Card,Completed,2024-07-04
33006,33006,Credit Card,Completed,2026-03-16
33007,33007,Debit Card,Completed,2026-05-28
33008,33008,Wallet,Completed,2025-02-17
33009,33009,Credit Card,Pending,2024-11-18
33010,33010,Net Banking,Completed,2026-04-21
33011,33011,Wallet,Completed,2025-04-04
33012,33012,Credit Card,Completed,2024-08-16
33013,33013,Credit Card,Completed,2024-10-11
33014,33014,Credit Card,Completed,2026-01-28
33015,33015,UPI,Completed,2024-09-11
33016,33016,UPI,Completed,2024-10-16
33017,33017,UPI,Completed,2024-10-24
33018,33018,Net Banking,Completed,2026-01-22
33019,33019,UPI,Completed,2026-04-14
33020,33020,Debit Card,Completed,2025-06-26
33021,33021,Wallet,Completed,2026-02-18
33022,33022,Net Banking,Completed,2024-10-23
33023,33023,Net Banking,Completed,2025-06-24
33024,33024,Wallet,Completed,2025-10-08
33025,33025,Debit Card,Completed,2025-02-06
33026,33026,UPI,Completed,2025-07-14
33027,33027,Wallet,Failed,2025-04-14
33028,33028,Wallet,Completed,2025-06-23
33029,33029,Credit Card,Completed,2025-08-06
33030,33030,Wallet,Completed,2024-10-30
33031,33031,Debit Card,Failed,2025-10-10
33032,33032,Debit Card,Completed,2026-02-04
33033,33033,Debit Card,Completed,2025-10-10
33034,33034,Debit Card,Completed,2026-02-13
33035,33035,Credit Card,Completed,2026-04-20
33036,33036,UPI,Completed,2025-01-01
33037,33037,UPI,Completed,2025-04-29
33038,33038,Wallet,Completed,2025-04-17
33039,33039,Wallet,Completed,2024-07-12
33040,33040,Debit Card,Completed,2025-02-05
33041,33041,UPI,Failed,2026-05-10
33042,33042,Wallet,Completed,2025-07-04
33043,33043,Credit Card,Completed,2024-11-25
33044,33044,Wallet,Completed,2026-01-04
33045,33045,Wallet,Completed,2025-11-24
33046,33046,Wallet,Completed,2025-06-29
33047,33047,Net Banking,Completed,2025-09-24
33048,33048,UPI,Completed,2026-03-21
33049,33049,UPI,Completed,2025-10-16
33050,33050,Net Banking,Completed,2026-03-27
33051,33051,Wallet,Completed,2025-08-25
33052,33052,Credit Card,Completed,2025-02-15
33053,33053,Credit Card,Completed,2024-10-13
33054,33054,UPI,Completed,2025-07-22
33055,33055,UPI,Completed,2025-03-17
33056,33056,UPI,Completed,2025-12-18
33057,33057,UPI,Completed,2025-09-08
33058,33058,Net Banking,Completed,2024-10-24
33059,33059,UPI,Completed,2026-04-16
33060,33060,Debit Card,Pending,2025-05-09
33061,33061,Credit Card,Completed,2024-11-21
33062,33062,Net Banking,Completed,2026-06-04
33063,33063,Debit Card,Completed,2025-02-28
33064,33064,Credit Card,Completed,2025-09-23
33065,33065,Net Banking,Completed,2026-01-17
33066,33066,Debit Card,Completed,2026-03-22
33067,33067,Net Banking,Pending,2026-05-29
33068,33068,Debit Card,Completed,2025-04-19
33069,33069,Debit Card,Completed,2025-03-09
33070,33070,Credit Card,Completed,2024-08-05
33071,33071,Credit Card,Completed,2025-02-10
33072,33072,Net Banking,Completed,2025-01-16
33073,33073,UPI,Completed,2025-06-25
33074,33074,Wallet,Completed,2026-03-21
33075,33075,Wallet,Completed,2026-04-03
33076,33076,Debit Card,Completed,2026-04-04
33077,33077,Credit Card,Completed,2024-09-03
33078,33078,Wallet,Completed,2025-05-11
33079,33079,UPI,Pending,2026-02-17
33080,33080,Debit Card,Completed,2024-12-04
33081,33081,UPI,Completed,2025-04-08
33082,33082,Net Banking,Completed,2025-07-16
33083,33083,Credit Card,Completed,2025-11-28
33084,33084,Wallet,Completed,2026-03-16
33085,33085,Credit Card,Completed,2025-01-11
33086,33086,Credit Card,Completed,2025-11-30
33087,33087,Wallet,Completed,2024-12-21
33088,33088,Credit Card,Completed,2025-01-10
33089,33089,Debit Card,Completed,2026-03-14
33090,33090,Net Banking,Completed,2024-07-27
33091,33091,Net Banking,Completed,2026-05-26
33092,33092,UPI,Completed,2026-03-07
33093,33093,Credit Card,Completed,2025-01-22
33094,33094,Debit Card,Completed,2024-10-29
33095,33095,Credit Card,Completed,2026-01-19
33096,33096,Wallet,Completed,2025-04-20
33097,33097,Debit Card,Completed,2024-08-16
33098,33098,Credit Card,Completed,2024-07-02
33099,33099,Wallet,Completed,2026-04-09
33100,33100,Net Banking,Failed,2025-07-15
33101,33101,Wallet,Completed,2025-01-03
33102,33102,Debit Card,Completed,2025-03-21
33103,33103,Debit Card,Completed,2024-07-26
33104,33104,Wallet,Completed,2025-09-03
33105,33105,Debit Card,Completed,2026-03-03
33106,33106,UPI,Completed,2025-09-22
33107,33107,Wallet,Completed,2024-08-02
33108,33108,UPI,Completed,2026-02-27
33109,33109,Net Banking,Completed,2024-08-25
33110,33110,UPI,Completed,2024-12-23
33111,33111,UPI,Completed,2026-06-22
33112,33112,Credit Card,Completed,2026-03-09
33113,33113,Credit Card,Completed,2026-05-13
33114,33114,Credit Card,Completed,2025-08-06
33115,33115,Net Banking,Completed,2025-05-12
33116,33116,Debit Card,Completed,2026-04-25
33117,33117,UPI,Completed,2025-06-23
33118,33118,Debit Card,Completed,2025-05-09
33119,33119,Net Banking,Completed,2026-03-11
33120,33120,Wallet,Completed,2026-02-19
33121,33121,UPI,Completed,2024-10-03
33122,33122,Debit Card,Completed,2024-10-18
33123,33123,UPI,Completed,2026-05-28
33124,33124,Wallet,Completed,2025-03-08
33125,33125,Debit Card,Failed,2025-03-20
33126,33126,Credit Card,Completed,2025-07-12
33127,33127,Wallet,Completed,2025-02-13
33128,33128,Credit Card,Completed,2026-04-12
33129,33129,Net Banking,Completed,2026-03-02
33130,33130,Net Banking,Completed,2025-12-11
33131,33131,Net Banking,Completed,2025-10-12
33132,33132,Net Banking,Completed,2025-06-19
33133,33133,Net Banking,Completed,2024-12-31
33134,33134,Net Banking,Completed,2024-07-20
33135,33135,Net Banking,Completed,2026-04-21
33136,33136,Credit Card,Completed,2024-12-15
33137,33137,Net Banking,Completed,2026-04-28
33138,33138,Debit Card,Completed,2025-01-18
33139,33139,Wallet,Completed,2025-12-04
33140,33140,Credit Card,Failed,2025-02-12
33141,33141,Wallet,Completed,2026-01-03
33142,33142,UPI,Completed,2026-03-16
33143,33143,Net Banking,Completed,2026-03-13
33144,33144,Wallet,Completed,2026-05-18
33145,33145,UPI,Completed,2024-10-04
33146,33146,UPI,Completed,2025-05-26
33147,33147,Debit Card,Completed,2026-01-08
33148,33148,Wallet,Completed,2025-06-20
33149,33149,Debit Card,Completed,2025-04-25
33150,33150,UPI,Pending,2024-11-09
33151,33151,Credit Card,Completed,2025-05-19
33152,33152,Net Banking,Completed,2025-04-14
33153,33153,Credit Card,Completed,2025-07-06
33154,33154,Wallet,Completed,2026-06-08
33155,33155,UPI,Completed,2025-02-02
33156,33156,Debit Card,Completed,2026-06-26
33157,33157,UPI,Completed,2025-05-07
33158,33158,Debit Card,Completed,2026-01-18
33159,33159,UPI,Completed,2025-11-09
33160,33160,Net Banking,Completed,2025-04-09
33161,33161,Credit Card,Completed,2024-12-12
33162,33162,Credit Card,Completed,2025-10-07
33163,33163,Debit Card,Completed,2026-02-09
33164,33164,Net Banking,Completed,2025-02-13
33165,33165,Credit Card,Completed,2024-08-15
33166,33166,Wallet,Completed,2025-02-11
33167,33167,Net Banking,Completed,2025-08-09
33168,33168,Credit Card,Completed,2025-12-24
33169,33169,UPI,Completed,2026-06-25
33170,33170,Net Banking,Completed,2025-10-24
33171,33171,Net Banking,Completed,2024-09-05
33172,33172,Credit Card,Completed,2025-03-16
33173,33173,Net Banking,Completed,2025-03-10
33174,33174,Debit Card,Completed,2024-08-23
33175,33175,Credit Card,Completed,2024-08-09
33176,33176,Debit Card,Completed,2025-03-24
33177,33177,UPI,Completed,2026-06-04
33178,33178,UPI,Completed,2024-10-03
33179,33179,Net Banking,Completed,2025-02-12
33180,33180,UPI,Completed,2026-01-26
33181,33181,UPI,Completed,2025-01-08
33182,33182,UPI,Completed,2025-08-24
33183,33183,Wallet,Completed,2025-09-02
33184,33184,UPI,Completed,2025-03-13
33185,33185,Wallet,Completed,2024-10-13
33186,33186,Debit Card,Completed,2025-10-27
33187,33187,Net Banking,Completed,2025-03-31
33188,33188,Net Banking,Completed,2025-04-29
33189,33189,UPI,Completed,2026-02-22
33190,33190,Net Banking,Completed,2026-05-09
33191,33191,Wallet,Completed,2026-02-22
33192,33192,Net Banking,Completed,2025-10-29
33193,33193,Net Banking,Completed,2024-09-22
33194,33194,Credit Card,Pending,2025-08-02
33195,33195,UPI,Completed,2024-09-08
33196,33196,Credit Card,Completed,2025-05-28
33197,33197,Net Banking,Completed,2025-10-14
33198,33198,Net Banking,Completed,2026-05-03
33199,33199,Debit Card,Completed,2024-08-09
33200,33200,Debit Card,Completed,2026-02-18
33201,33201,UPI,Completed,2025-06-08
33202,33202,Net Banking,Completed,2026-03-29
33203,33203,Net Banking,Completed,2026-03-16
33204,33204,Net Banking,Completed,2025-06-30
33205,33205,Credit Card,Completed,2024-07-25
33206,33206,Wallet,Completed,2026-06-10
33207,33207,Debit Card,Completed,2025-06-07
33208,33208,UPI,Completed,2025-03-06
33209,33209,UPI,Completed,2026-06-26
33210,33210,UPI,Completed,2025-10-28
33211,33211,Net Banking,Completed,2024-07-31
33212,33212,Net Banking,Completed,2025-03-23
33213,33213,Credit Card,Completed,2025-04-01
33214,33214,UPI,Completed,2025-07-28
33215,33215,Debit Card,Completed,2025-07-05
33216,33216,Debit Card,Completed,2024-11-19
33217,33217,Debit Card,Completed,2025-05-26
33218,33218,Debit Card,Completed,2026-05-13
33219,33219,UPI,Completed,2026-06-16
33220,33220,Credit Card,Completed,2025-07-26
33221,33221,Debit Card,Completed,2025-12-27
33222,33222,Wallet,Completed,2026-02-18
33223,33223,Wallet,Completed,2024-09-19
33224,33224,Wallet,Completed,2025-12-27
33225,33225,Net Banking,Completed,2025-01-14
33226,33226,Net Banking,Completed,2025-12-24
33227,33227,Credit Card,Completed,2025-08-27
33228,33228,UPI,Completed,2026-03-31
33229,33229,Credit Card,Completed,2026-05-20
33230,33230,UPI,Completed,2024-10-08
33231,33231,UPI,Completed,2025-04-23
33232,33232,Wallet,Completed,2025-07-05
33233,33233,Credit Card,Completed,2026-04-10
33234,33234,Debit Card,Completed,2025-10-18
33235,33235,Wallet,Completed,2024-11-10
33236,33236,UPI,Completed,2025-08-27
33237,33237,Wallet,Completed,2024-10-26
33238,33238,Net Banking,Completed,2025-06-24
33239,33239,Net Banking,Completed,2025-07-10
33240,33240,UPI,Completed,2025-05-21
33241,33241,Wallet,Completed,2026-05-02
33242,33242,Debit Card,Completed,2025-03-07
33243,33243,Net Banking,Completed,2025-10-04
33244,33244,UPI,Completed,2025-10-21
33245,33245,Net Banking,Completed,2025-07-27
33246,33246,Net Banking,Completed,2024-11-10
33247,33247,Wallet,Completed,2026-06-02
33248,33248,Credit Card,Completed,2025-12-08
33249,33249,Wallet,Pending,2026-06-21
33250,33250,Debit Card,Completed,2024-11-27
33251,33251,Wallet,Completed,2026-03-13
33252,33252,Credit Card,Completed,2024-11-12
33253,33253,Debit Card,Pending,2024-12-07
33254,33254,Net Banking,Completed,2024-12-28
33255,33255,UPI,Completed,2025-12-04
33256,33256,Wallet,Completed,2026-04-18
33257,33257,Wallet,Pending,2025-01-10
33258,33258,Wallet,Completed,2026-03-29
33259,33259,Debit Card,Completed,2025-09-06
33260,33260,Credit Card,Completed,2026-03-03
33261,33261,Net Banking,Completed,2026-01-03
33262,33262,Wallet,Completed,2025-11-30
33263,33263,Debit Card,Completed,2025-06-09
33264,33264,UPI,Completed,2026-05-05
33265,33265,Debit Card,Completed,2026-01-05
33266,33266,Credit Card,Completed,2025-08-01
33267,33267,Credit Card,Completed,2026-01-23
33268,33268,UPI,Completed,2025-12-31
33269,33269,UPI,Completed,2025-08-13
33270,33270,Wallet,Completed,2025-01-25
33271,33271,Net Banking,Completed,2026-04-07
33272,33272,Debit Card,Completed,2026-02-24
33273,33273,Wallet,Completed,2024-08-16
33274,33274,Wallet,Failed,2026-05-23
33275,33275,Net Banking,Completed,2026-05-01
33276,33276,Net Banking,Completed,2026-06-09
33277,33277,UPI,Completed,2025-06-09
33278,33278,Net Banking,Completed,2025-01-29
33279,33279,UPI,Completed,2026-02-03
33280,33280,Credit Card,Completed,2024-08-10
33281,33281,Wallet,Completed,2024-08-24
33282,33282,Debit Card,Completed,2024-12-31
33283,33283,Debit Card,Completed,2025-03-24
33284,33284,UPI,Completed,2024-11-24
33285,33285,Debit Card,Completed,2025-12-29
33286,33286,Debit Card,Completed,2024-08-30
33287,33287,Debit Card,Completed,2025-01-09
33288,33288,Credit Card,Completed,2026-01-15
33289,33289,Wallet,Completed,2026-06-15
33290,33290,Net Banking,Completed,2024-10-05
33291,33291,UPI,Completed,2024-10-01
33292,33292,Credit Card,Completed,2025-02-26
33293,33293,Net Banking,Completed,2025-02-20
33294,33294,Net Banking,Completed,2025-09-09
33295,33295,Wallet,Completed,2025-05-24
33296,33296,Net Banking,Completed,2025-07-25
33297,33297,Net Banking,Completed,2026-03-25
33298,33298,Wallet,Completed,2024-10-13
33299,33299,UPI,Completed,2024-11-07
33300,33300,Wallet,Failed,2025-07-29
33301,33301,Credit Card,Completed,2024-12-28
33302,33302,Credit Card,Completed,2025-05-24
33303,33303,Net Banking,Completed,2025-07-16
33304,33304,UPI,Completed,2026-02-18
33305,33305,UPI,Completed,2026-05-14
33306,33306,Debit Card,Completed,2025-09-08
33307,33307,Debit Card,Completed,2025-05-16
33308,33308,UPI,Completed,2024-11-19
33309,33309,Wallet,Completed,2025-05-31
33310,33310,Wallet,Pending,2026-04-09
33311,33311,Wallet,Completed,2025-06-06
33312,33312,Net Banking,Completed,2025-11-01
33313,33313,Credit Card,Completed,2025-08-23
33314,33314,Wallet,Completed,2025-09-14
33315,33315,Net Banking,Completed,2026-04-24
33316,33316,Debit Card,Completed,2025-12-03
33317,33317,Wallet,Completed,2025-05-01
33318,33318,UPI,Completed,2025-06-28
33319,33319,Wallet,Completed,2025-08-02
33320,33320,Credit Card,Completed,2026-05-15
33321,33321,UPI,Completed,2024-08-01
33322,33322,Credit Card,Completed,2026-04-17
33323,33323,Net Banking,Completed,2024-10-31
33324,33324,Credit Card,Completed,2025-05-22
33325,33325,Wallet,Completed,2024-10-26
33326,33326,Debit Card,Completed,2025-04-12
33327,33327,Net Banking,Completed,2026-03-18
33328,33328,UPI,Completed,2026-04-10
33329,33329,Credit Card,Completed,2026-03-28
33330,33330,Wallet,Completed,2026-02-03
33331,33331,UPI,Completed,2025-12-22
33332,33332,Wallet,Completed,2025-02-27
33333,33333,Wallet,Completed,2024-10-10
33334,33334,UPI,Completed,2026-04-29
33335,33335,Net Banking,Completed,2026-06-10
33336,33336,Credit Card,Completed,2025-06-28
33337,33337,Credit Card,Completed,2025-09-26
33338,33338,Debit Card,Completed,2024-09-18
33339,33339,Credit Card,Completed,2025-05-25
33340,33340,UPI,Completed,2025-09-07
33341,33341,Net Banking,Completed,2026-06-10
33342,33342,Debit Card,Completed,2025-01-02
